Time (s),Signal strength,Ax (m/s²),Ay (m/s²),Az (m/s²),Bx (µT),By (µT),Bz (µT),ωx (rad/s),ωy (rad/s),ωz (rad/s),Voltage (mV)
0.009999999776482582,42,-0.5368067026138306,-9.789080619812012,0.24740444123744965,-0.08936066925525665,41.45674133300781,-10.609064102172852,-0.05360736325383186,0.06993865221738815,-0.17907975614070892,-0.01151254866272211
0.019999999552965164,46,-0.5021784901618958,-9.831974983215332,0.3963296711444855,-0.016365133225917816,41.734439849853516,-10.31506061553955,-0.055717453360557556,0.061498284339904785,-0.16641920804977417,-0.013081653043627739
0.029999999329447746,42,-0.4141940772533417,-9.831583976745605,0.44929349422454834,-0.1314389407634735,41.793251037597656,-10.725967407226562,-0.04927784577012062,0.05527734011411667,-0.14788159728050232,-0.01151254866272211
0.03999999910593033,41,-0.35143691301345825,-9.789007186889648,0.49170827865600586,-0.12989948689937592,41.85401153564453,-11.195003509521484,-0.04482309892773628,0.04162435978651047,-0.12671807408332825,-0.012035583145916462
0.05000000074505806,41,-0.36695224046707153,-9.793440818786621,0.45203274488449097,0.3475862741470337,42.328392028808594,-10.630507469177246,-0.03821154311299324,0.02724432945251465,-0.10902430862188339,-0.012035583145916462
0.05999999865889549,41,-0.43537965416908264,-9.774348258972168,0.34241876006126404,0.1600300520658493,42.328392028808594,-10.819361686706543,-0.028090953826904297,0.026352791115641594,-0.09873922914266586,-0.01203709002584219
0.07000000029802322,41,-0.4933548867702484,-9.760671615600586,0.30373406410217285,0.22340403497219086,42.01018524169922,-10.839771270751953,-0.02043181098997593,0.04070102423429489,-0.09939522296190262,-0.013603683561086655
0.07999999821186066,42,-0.5110613107681274,-9.780896186828613,0.26091131567955017,0.1914604753255844,42.01213836669922,-10.270108222961426,-0.022338155657052994,0.05908257141709328,-0.10354533791542053,-0.012034913524985313
0.09000000357627869,46,-0.4507913589477539,-9.842318534851074,0.24188220500946045,0.055604103952646255,42.11048126220703,-10.564239501953125,-0.029200175777077675,0.08412141352891922,-0.10649926960468292,-0.011512297205626965
0.10000000149011612,43,-0.3388233184814453,-9.868915557861328,0.2317994236946106,-0.025473538786172867,42.130733489990234,-11.684965133666992,-0.03445950523018837,0.12071256339550018,-0.10926633328199387,-0.011513970792293549
0.10999999940395355,43,-0.251268208026886,-9.827513694763184,0.20848658680915833,0.25329500436782837,42.22041320800781,-10.844938278198242,-0.04893198609352112,0.14591039717197418,-0.10274919122457504,-0.012559791095554829
0.11999999731779099,44,-0.18443971872329712,-9.836929321289062,0.2097105234861374,0.06573881208896637,42.3987922668457,-11.789209365844727,-0.07856769114732742,0.15203692018985748,-0.08931389451026917,-0.013078139163553715
0.12999999523162842,44,-0.16580058634281158,-9.841724395751953,0.24536456167697906,-0.34234344959259033,42.15769577026367,-11.031079292297363,-0.10231044143438339,0.1654011607170105,-0.08784487843513489,-0.010992275550961494
0.14000000059604645,45,-0.16925007104873657,-9.846925735473633,0.3232731223106384,-0.4421510398387909,41.90122985839844,-10.971529960632324,-0.12356936931610107,0.17569370567798615,-0.08321072161197662,-0.012557698413729668
0.15000000596046448,45,-0.1394037902355194,-9.862614631652832,0.30771180987358093,-0.4143126904964447,41.753231048583984,-11.403234481811523,-0.12471038848161697,0.18710389733314514,-0.07522358745336533,-0.012034326791763306
0.1599999964237213,45,-0.09806901961565018,-9.902060508728027,0.26959532499313354,-0.5728759169578552,41.695884704589844,-11.104192733764648,-0.10644013434648514,0.20067091286182404,-0.06292282789945602,-0.011514975689351559
0.17000000178813934,46,-0.019041448831558228,-9.870220184326172,0.24214448034763336,0.17734885215759277,41.874263763427734,-11.38747501373291,-0.05627746134996414,0.18756753206253052,-0.05731862410902977,-0.012558870017528534
0.18000000715255737,46,-0.022239267826080322,-9.867612838745117,0.2445048987865448,-0.08230486512184143,41.97260665893555,-10.569149017333984,-0.045018404722213745,0.1840490847826004,-0.056380368769168854,-0.012554350309073925
0.1899999976158142,45,-0.08245004713535309,-9.821588516235352,0.28431156277656555,-0.2039213329553604,42.001522064208984,-10.2630033493042,-0.02122442051768303,0.16271653771400452,-0.06458518654108047,-0.010992191731929779
0.20000000298023224,46,-0.16220304369926453,-9.810099601745605,0.26647722721099854,0.05162719637155533,41.880001068115234,-10.2630033493042,0.012599663808941841,0.13672256469726562,-0.06865030527114868,-0.012035583145916462
0.20999999344348907,45,-0.18857024610042572,-9.840319633483887,0.27160605788230896,0.3743983209133148,41.77836608886719,-10.482601165771484,0.04747879505157471,0.10757287591695786,-0.05632815510034561,-0.012032067403197289
0.2199999988079071,46,-0.24051998555660248,-9.820501327514648,0.2790079116821289,-0.08833436667919159,42.21553039550781,-11.400004386901855,0.07553713023662567,0.07898377627134323,-0.03464877977967262,-0.010987170040607452
0.23000000417232513,46,-0.2657028138637543,-9.79539680480957,0.24584539234638214,0.005443727597594261,41.85877227783203,-9.889169692993164,0.0951223149895668,0.05406918749213219,-0.009633295238018036,-0.010467649437487125
0.23999999463558197,46,-0.29680749773979187,-9.816591262817383,0.09885803610086441,0.02519998885691166,41.92441177368164,-9.94355297088623,0.10751944780349731,0.030169406905770302,0.022767508402466774,-0.010993028990924358
0.25,47,-0.28478607535362244,-9.803291320800781,0.05746320262551308,-0.08127856254577637,41.90025329589844,-9.98682689666748,0.09860739856958389,0.01442772801965475,0.058897972106933594,-0.012037675827741623
0.25999999046325684,46,-0.24827764928340912,-9.80216121673584,0.15684868395328522,-0.13900789618492126,41.81447982788086,-10.161084175109863,0.059908121824264526,0.009597286581993103,0.08953454345464706,-0.012556693516671658
0.27000001072883606,46,-0.2449761927127838,-9.792470932006836,0.2281130850315094,0.0018516795244067907,41.870361328125,-11.105743408203125,0.012117975391447544,0.010048551484942436,0.11410621553659439,-0.012035583145916462
0.2800000011920929,48,-0.2617499530315399,-9.83116340637207,0.23415984213352203,-0.18570451438426971,41.69198226928711,-11.38902473449707,-0.03382294252514839,0.02292678691446781,0.1343175619840622,-0.012040270492434502
0.28999999165534973,48,-0.3013821542263031,-9.823254585266113,0.25218355655670166,-0.2039213329553604,41.83570861816406,-9.455657005310059,-0.060066401958465576,0.04346514493227005,0.1468687802553177,-0.013072446919977665
0.30000001192092896,48,-0.34148815274238586,-9.828497886657715,0.2517610192298889,0.11551433056592941,41.71028137207031,-9.406700134277344,-0.08410633355379105,0.05518940091133118,0.14289356768131256,-0.011001565493643284
0.3100000023841858,48,-0.34011131525039673,-9.796874046325684,0.20367832481861115,0.28267282247543335,41.52470397949219,-9.699928283691406,-0.08978355675935745,0.06050487235188484,0.13832949101924896,-0.013597657904028893
0.3199999928474426,49,-0.3268314599990845,-9.820704460144043,0.19575196504592896,0.25137069821357727,41.499202728271484,-9.564939498901367,-0.09227680414915085,0.053911179304122925,0.13283559679985046,-0.012038261629641056
0.33000001311302185,49,-0.32438868284225464,-9.761222839355469,0.12049524486064911,0.7141034007072449,41.67758560180664,-10.509211540222168,-0.09455884993076324,0.046470701694488525,0.11784824728965759,-0.012553345412015915
0.3400000035762787,49,-0.3034104108810425,-9.769827842712402,0.1089991107583046,0.8078814744949341,41.85596466064453,-11.453482627868652,-0.09987235069274902,0.040382444858551025,0.09580259770154953,-0.011512297205626965
0.3499999940395355,49,-0.3116566240787506,-9.773377418518066,0.12958724796772003,0.5289846658706665,41.821678161621094,-11.196940422058105,-0.10671846568584442,0.04005248472094536,0.07184118032455444,-0.01151815615594387
0.36000001430511475,49,-0.30782222747802734,-9.804333686828613,0.19511085748672485,0.3151295483112335,41.681365966796875,-10.738627433776855,-0.1047758162021637,0.04581921920180321,0.04612200707197189,-0.012552843429148197
0.3700000047683716,49,-0.3094359040260315,-9.814460754394531,0.20691297948360443,0.1554117053747177,41.753841400146484,-10.925285339355469,-0.09100702404975891,0.05880580469965935,0.01873752661049366,-0.011515393853187561
0.3799999952316284,49,-0.28605926036834717,-9.831047058105469,0.2375110685825348,-0.016236845403909683,42.300575256347656,-11.870589256286621,-0.06819702684879303,0.0790310874581337,-0.0069910679012537,-0.01203240267932415
0.38999998569488525,51,-0.276554673910141,-9.856703758239746,0.28375786542892456,0.5464317202568054,42.924903869628906,-10.926319122314453,-0.034437522292137146,0.09743049740791321,-0.03374742716550827,-0.011518825776875019
0.4000000059604645,49,-0.3089177906513214,-9.821399688720703,0.34195250272750854,0.5980032682418823,42.577049255371094,-9.89627456665039,0.008333353325724602,0.10624753683805466,-0.06735578924417496,-0.012555521912872791
